id,code,info
3148,I391,"Поражения аортального клапана при болезнях, классифицированных в других рубриках"
3149,I392,"Поражения трехстворчатого клапана при болезнях, классифицированных в других рубриках"
3150,I393,"Поражения клапана легочной артерии при болезнях, классифицированных в других рубриках"
3151,I394,"Множественные поражения клапанов при болезнях, классифицированных в других рубриках"
3152,I398,"Эндокардит, клапан не уточнен, при болезнях, классифицированных в других рубриках"
3153,I400,Инфекционный миокардит
3154,I401,Изолированный миокардит
3155,I408,Другие виды острого миокардита
3156,I409,Острый миокардит неуточненный
3157,I41,"Миокардит при болезнях, классифицированных в других рубриках"
3158,I410,"Миокардит при бактериальных болезнях, классифицированных в других рубриках"
3159,I411,"Миокардит при вирусных болезнях, классифицированных в других рубриках"
3160,I412,"Миокардит при других инфекционных и паразитарных болезнях, классифицированных в других рубриках"
3161,I418,"Миокардит при других болезнях, классифицированных в других рубриках"
3162,I420,Дилатационная кардиомиопатия
3163,I421,Обструктивная гипертрофическая кардиомиопатия
3164,I422,Другая гипертрофическая кардиомиопатия
3165,I423,Эндомиокардиальная (эозинофильная) болезнь
3166,I424,Эндокардиальный фиброэластоз
3167,I425,Другая рестриктивная кардиомиопатия
3168,I426,Алкогольная кардиомиопатия
3169,I427,"Кардиомиопатия, обусловленная воздействием лекарственных средств и других внешних факторов"
3170,I428,Другие кардиомиопатии
3171,I429,Кардиомиопатия неуточненная
3172,I43,"Кардиомиопатия при болезнях, классифицированных в других рубриках"
3173,I430,"Кардиомиопатия при инфекционных и паразитарных болезнях, классифицированных в других рубриках"
3174,I431,Кардиомиопатия при метаболических нарушениях
3175,I432,Кардиомиопатия при расстройствах питания
3176,I438,"Кардиомиопатия при других болезнях, классифицированных в других рубриках"
3177,I440,Предсердно-желудочковая блокада первой степени
3178,I441,Предсердно-желудочковая блокада второй степени
3179,I442,Предсердно-желудочковая блокада полная
3180,I443,Другая и неуточненная предсердно-желудочковая блокада
3181,I444,Блокада передней ветви левой ножки пучка
3182,I445,Блокада задней ветви левой ножки пучка
3183,I446,Другие и неуточненные блокады пучка
3184,I447,Блокада левой ножки пучка неуточненная
3185,I450,Блокада правой ножки пучка
3186,I451,Другая и неуточненная блокада правой ножки пучка
3187,I452,Двухпучковая блокада
3188,I453,Трехпучковая блокада
3189,I454,Неспецифическая внутрижелудочковая блокада
3190,I455,Другая уточненная блокада сердца
3191,I456,Синдром преждевременного возбуждения
3192,I458,Другие уточненные нарушения проводимости
3193,I459,Нарушение проводимости неуточненное
3194,I460,Остановка сердца с успешным восстановлением сердечной деятельности
3195,I461,"Внезапная сердечная смерть, так описанная"
3196,I469,Остановка сердца неуточненная
3197,I470,Возвратная желудочковая аритмия
3198,I471,Наджелудочковая тахикардия
3199,I472,Желудочковая тахикардия
3200,I479,Пароксизмальная тахикардия неуточненная
3201,I490,Фибрилляция и трепетание желудочков
3202,I491,Преждевременная деполяризация предсердий
3203,I492,"Преждевременная деполяризация, исходящая из соединения"
3204,I493,Преждевременная деполяризация желудочков
3205,I494,Другая и неуточненная преждевременная деполяризация
3206,I495,Синдром слабости синусового узла
3207,I498,Другие уточненные нарушения сердечного ритма
3208,I499,Нарушение сердечного ритма неуточненное
3209,I500,Застойная сердечная недостаточность
3210,I501,Левожелудочковая недостаточность
3211,I509,Сердечная недостаточность неуточненная
3212,I510,Дефект перегородки сердца приобретенный
3213,I511,"Разрыв сухожилий хорды, не классифицированный в других рубриках"
3214,I512,"Разрыв сосочковой мышцы, не классифицированный в других рубриках"
3215,I513,"Внутрисердечный тромбоз, не классифицированный в других рубриках"
3216,I514,Миокардит неуточненный
3217,I515,Дегенерация миокарда
3218,I516,Сердечно-сосудистая болезнь неуточненная
3219,I517,Кардиомегалия
3220,I518,Другие неточно обозначенные болезни сердца
3221,I519,Болезнь сердца неуточненная
3222,I52,"Другие поражения сердца при болезнях, классифицированных в других рубриках"
3223,I520,"Другие поражения сердца при бактериальных болезнях, классифицированных в других рубриках"
3224,I521,"Другие поражения сердца при других инфекционных и паразитарных болезнях, классифицированных в других рубриках"
3225,I528,"Другие поражения сердца при других болезнях, классифицированных в других рубриках"
3226,I600,Субарахноидальное кровоизлияние из каротидного синуса и бифуркации
3227,I601,Субарахноидальное кровоизлияние из средней мозговой артерии
3228,I602,Субарахноидальное кровоизлияние из передней соединительной артерии
3229,I603,Субарахноидальное кровоизлияние из задней соединительной артерии
3230,I604,Субарахноидальное кровоизлияние из базилярной артерии
3231,I605,Субарахноидальное кровоизлияние из позвоночной артерии
3232,I606,Субарахноидальное кровоизлияние из других внутричерепных артерий
3233,I607,Субарахноидальное кровоизлияние из внутричерепной артерии неуточненной
3234,I608,Другое субарахноидальное кровоизлияние
3235,I609,Субарахноидальное кровоизлияние неуточненное
3236,I610,Внутримозговое кровоизлияние в полушарие субкортикальное
3237,I611,Внутримозговое кровоизлияние в полушарие кортикальное
3238,I612,Внутримозговое кровоизлияние в полушарие неуточненное
3239,I613,Внутримозговое кровоизлияние в ствол мозга
3240,I614,Внутримозговое кровоизлияние в мозжечок
3241,I615,Внутримозговое кровоизлияние внутрижелудочковое
3242,I616,Внутримозговое кровоизлияние множественной локализации
3243,I618,Другое внутримозговое кровоизлияние
3244,I619,Внутримозговое кровоизлияние неуточненное
3245,I620,Субдуральное кровоизлияние (острое) (нетравматическое)
3246,I621,Нетравматическое экстрадуральное кровоизлияние
3247,I629,Внутричерепное кровоизлияние (нетравматическое) неуточненное
3248,I630,"Инфаркт мозга, вызванный тромбозом прецеребральных артерий"
3249,I631,"Инфаркт мозга, вызванный эмболией прецеребральных артерий"
3250,I632,"Инфаркт мозга, вызванный неуточненной закупоркой или стенозом прецеребральных артерий"
3251,I633,"Инфаркт мозга, вызванный тромбозом мозговых артерий"
3252,I634,"Инфаркт мозга, вызванный эмболией мозговых артерий"
3253,I635,"Инфаркт мозга, вызванный неуточненной закупоркой или стенозом мозговых артерий"
3254,I636,"Инфаркт мозга, вызванный тромбозом вен мозга, непиогенный"
3255,I638,Другой инфаркт мозга
3256,I639,Инфаркт мозга неуточненный
3257,I650,Закупорка и стеноз позвоночной артерии
3258,I651,Закупорка и стеноз базилярной артерии
3259,I652,Закупорка и стеноз сонной артерии
3260,I653,Закупорка и стеноз множественных и двусторонних прецеребральных артерий
3261,I658,Закупорка и стеноз других прецеребральных артерий
3262,I659,Закупорка и стеноз неуточненной прецеребральной артерии
3263,I660,Закупорка и стеноз средней мозговой артерии
3264,I661,Закупорка и стеноз передней мозговой артерии
3265,I662,Закупорка и стеноз задней мозговой артерии
3266,I663,Закупорка и стеноз мозжечковых артерий
3267,I664,Закупорка и стеноз множественных и двусторонних артерий мозга
3268,I668,Закупорка и стеноз другой артерии мозга
3269,I669,Закупорка и стеноз артерии мозга неуточненной
3270,I670,Расслоение мозговых артерий без разрыва
3271,I671,Аневризма мозга без разрыва
3272,I672,Церебральный атеросклероз
3273,I673,Прогрессирующая сосудистая лейкоэнцефалопатия
3274,I674,Гипертензивная энцефалопатия
3275,I675,Болезнь Мойамойа
3276,I676,Негнойный тромбоз внутричерепной венозной системы
3277,I677,"Церебральный артериит, не классифицированный в других рубриках"
3278,I678,Другие уточненные поражения сосудов мозга
3279,I679,Цереброваскулярная болезнь неуточненная
3280,I68,"Поражения сосудов мозга при болезнях, классифицированных в других рубриках"
3281,I680,Церебральная амилоидная ангиопатия (E85.-+)
3282,I681,"Церебральный артериит при инфекционных и паразитарных болезнях, классифицированных в других рубриках"
3283,I682,"Церебральный артериит при других болезнях, классифицированных в других рубриках"
3284,I688,"Другие поражения сосудов мозга при болезнях, классифицированных в других рубриках"
3285,I690,Последствия субарахноидального кровоизлияния
3286,I691,Последствия внутричерепного кровоизлияния
3287,I692,Последствия другого нетравматического внутричерепного кровоизлияния
3288,I693,Последствия инфаркта мозга
3289,I694,"Последствия инсульта, не уточненные как кровоизлияние или инфаркт мозга"
3290,I698,Последствия других и неуточненных цереброваскулярных болезней
3291,I700,Атеросклероз аорты
3292,I701,Атеросклероз почечной артерии
3293,I702,Атеросклероз артерий конечностей
3294,I708,Атеросклероз других артерий
3295,I709,Генерализованный и неуточненный атеросклероз
3296,I710,Расслоение аорты (любой части)
3297,I711,Аневризма грудной части аорты разорванная
3298,I712,Аневризма грудной части аорты без упоминания о разрыве
3299,I713,Аневризма брюшной аорты разорванная
3300,I714,Аневризма брюшной аорты без упоминания о разрыве
3301,I715,Аневризма грудной и брюшной аорты разорванная
3302,I716,Аневризма грудной и брюшной аорты без упоминания о разрыве
3303,I718,Аневризма аорты неуточненной локализации разорванная
3304,I719,Аневризма аорты неуточненной локализации без упоминания о разрыве
3305,I720,Аневризма сонной артерии
3306,I721,Аневризма артерии верхних конечностей
3307,I722,Аневризма почечной артерии
3308,I723,Аневризма подвздошной артерии
3309,I724,Аневризма артерии нижних конечностей
3310,I728,Аневризма других уточненных артерий
3311,I729,Аневризма неуточненной локализации
3312,I730,Синдром Рейно
3313,I731,Облитерирующий тромбоангиит [болезнь Бергера]
3314,I738,Другие уточненные болезни периферических сосудов
3315,I739,Болезнь периферических сосудов неуточненная
3316,I740,Эмболия и тромбоз брюшной аорты
3317,I741,Эмболия и тромбоз других и неуточненных отделов аорты
3318,I742,Эмболия и тромбоз артерий верхних конечностей
3319,I743,Эмболия и тромбоз артерий нижних конечностей
3320,I744,Эмболия и тромбоз артерий конечностей неуточненных
3321,I745,Эмболия и тромбоз подвздошной артерии
3322,I748,Эмболия и тромбоз других артерий
3323,I749,Эмболия и тромбоз неуточненных артерий
3324,I770,Артериовенозный свищ приобретенный
3325,I771,Сужение артерий
3326,I772,Разрыв артерии
3327,I773,Мышечная и соединительнотканная дисплазия артерий
3328,I774,Синдром компрессии чревного ствола брюшной аорты
3329,I775,Некроз артерии
3330,I776,Артериит неуточненный
3331,I778,Другие уточненные изменения артерий и артериол
3332,I779,Изменение артерий и артериол неуточненное
3333,I780,Наследственная геморрагическая телеангиэктазия
3334,I781,Невус неопухолевый
3335,I788,Другие болезни капилляров
3336,I789,Болезнь капилляров неуточненная
3337,I79,"Поражения артерий, артериол и капилляров при болезнях, классифицированных в других рубриках"
3338,I790,"Аневризма аорты при болезнях, классифицированных в других рубриках"
3339,I791,"Аортит при болезнях, классифицированных в других рубриках"
3340,I792,"Периферическая ангиопатия при болезнях, классифицированных в других рубриках"
3341,I798,"Другие поражения артерий, артериол и капилляров при болезнях, классифицированных в других рубриках"
3342,I800,Флебит и тромбофлебит поверхностных сосудов нижних конечностей
3343,I801,Флебит и тромбофлебит бедренной вены
3344,I802,Флебит и тромбофлебит других глубоких сосудов нижних конечностей
3345,I803,Флебит и тромбофлебит нижних конечностей неуточненный
3346,I808,Флебит и тромбофлебит других локализаций
3347,I809,Флебит и тромбофлебит неуточненной локализации
3348,I820,Синдром Бадда-Киари
3349,I821,Тромбофлебит мигрирующий
3350,I822,Эмболия и тромбоз полой вены
3351,I823,Эмболия и тромбоз почечной вены
3352,I828,Эмболия и тромбоз других уточненных вен
3353,I829,Эмболия и тромбоз неуточненной вены
3354,I830,Варикозное расширение вен нижних конечностей с язвой
3355,I831,Варикозное расширение вен нижних конечностей с воспалением
3356,I832,Варикозное расширение вен нижних конечностей c язвой и воспалением
3357,I839,Варикозное расширение вен нижних конечностей без язвы или воспаления
3358,I840,Внутренний тромбированный геморрой
3359,I841,Внутренний геморрой с другими осложнениями
3360,I842,Внутренний геморрой без осложнения
3361,I843,Наружный тромбированный геморрой
3362,I844,Наружный геморрой с другими осложнениями
3363,I845,Наружный геморрой без осложнения
3364,I846,Остаточные геморроидальные кожные метки
3365,I847,Тромбированный геморрой неуточненный
3366,I848,Геморрой с другими осложнениями неуточненный
3367,I849,Геморрой без осложнения неуточненный
3368,I850,Варикозное расширение вен пищевода с кровотечением
3369,I859,Варикозное расширение вен пищевода без кровотечения
3370,I860,Варикозное расширение подъязычных вен
3371,I861,Варикозное расширение вен мошонки
3372,I862,Варикозное расширение вен таза
3373,I863,Варикозное расширение вен вульвы
3374,I864,Варикозное расширение вен желудка
3375,I868,Варикозное расширение вен других уточненных локализаций
3376,I870,Постфлебитический синдром
3377,I871,Сдавление вен
3378,I872,Венозная недостаточность (хроническая) (периферическая)
3379,I878,Другие уточненные поражения вен
3380,I879,Поражение вены неуточненное
3381,I880,Неспецифический брыжеечный лимфаденит
3382,I881,"Хронический лимфаденит, кроме брыжеечного"
3383,I888,Другие неспецифические лимфадениты
3384,I889,Неспецифический лимфаденит неуточненный
3385,I890,"Лимфоотек, не классифицированный в других рубриках"
3386,I891,Лимфангит
3387,I898,Другие уточненные неинфекционные болезни лимфатических сосудов и лимфатических узлов
3388,I899,Неинфекционная болезнь лимфатических сосудов и лимфатических узлов неуточненная
3389,I950,Идиопатическая гипотензия
3390,I951,Ортостатическая гипотензия
3391,I952,"Гипотензия, вызванная лекарственными средствами"
3392,I958,Другие виды гипотензии
3393,I959,Гипотензия неуточненная
3394,I970,Посткардиотомический синдром
3395,I971,Другие функциональные нарушения после операций на сердце
3396,I972,Синдром постмастэктомического лимфатического отека
3397,I978,"Другие нарушения системы кровообращения после медицинских процедур, не классифицированные в других рубриках"
3398,I979,Нарушения кровообращения после медицинских процедур неуточненные
3399,I98,"Другие нарушения системы кровообращения при болезнях, классифицированных в других рубриках"
3400,I980,Сифилис сердечно-сосудистой системы
3401,I981,"Поражение сердечно-сосудистой системы при других инфекционных и паразитарных  болезнях, классифицированных в других рубриках"
3402,I982,"Варикозное расширение вен пищевода при болезнях, классифицированных в других рубриках"
3403,I988,"Другие уточненные нарушения системы кровообращения при болезнях, классифицированных в других рубриках"
3404,J010,Острый верхнечелюстной синусит
3405,J011,Острый фронтальный синусит
3406,J012,Острый этмоидальный синусит
3407,J013,Острый сфеноидальный синусит
3408,J014,Острый пансинусит
3409,J018,Другой острый синусит
3410,J019,Острый синусит неуточненный
3411,J020,Стрептококковый фарингит
3412,J028,"Острый фарингит, вызванный другими уточненными возбудителями"
3413,J029,Острый фарингит неуточненный
3414,J030,Стрептококковый тонзиллит
3415,J038,"Острый тонзиллит, вызванный другими уточненными возбудителями"
3416,J039,Острый тонзиллит неуточненный
3417,J040,Острый ларингит
3418,J041,Острый трахеит
3419,J042,Острый ларинготрахеит
3420,J050,Острый обструктивный ларингит [круп]
3421,J051,Острый эпиглоттит
3422,J060,Острый ларингофарингит
3423,J068,Другие острые инфекции верхних дыхательных путей множественной локализации
3424,J069,Острая инфекция верхних дыхательных путей неуточненная
3425,J100,"Грипп с пневмонией, вирус гриппа идентифицирован"
3426,J101,"Грипп с другими респираторными проявлениями, вирус гриппа идентифицирован"
3427,J108,"Грипп с другими проявлениями, вирус гриппа идентифицирован"
3428,J110,"Грипп с пневмонией, вирус не идентифицирован"
3429,J111,"Грипп с другими респираторными проявлениями, вирус не идентифицирован"
3430,J118,"Грипп с другими проявлениями, вирус не идентифицирован"
3431,J120,Аденовирусная пневмония
3432,J121,"Пневмония, вызваннаяреспираторным синцитиальным вирусом"
3433,J122,"Пневмония, вызванная вирусом парагриппа"
3434,J128,Другая вирусная пневмония
3435,J129,Вирусная пневмония неуточненная
3436,J150,"Пневмония, вызванная Klebsiella pneumoniae"
3437,J151,"Пневмония, вызванная Pseudomonas (синегнойной палочкой)"
3438,J152,"Пневмония, вызванная стафилококком"
3439,J153,"Пневмония, вызванная стрептококком группы B"
3440,J154,"Пневмония, вызванная другими стрептококками"
3441,J155,"Пневмония, вызванная Escherichia coli"
3442,J156,"Пневмония, вызванная другими аэробными грамотрицательными бактериями"
3443,J157,"Пневмония, вызванная Mycoplasma pneumoniae"
3444,J158,Другие бактериальные пневмонии
3445,J159,Бактериальная пневмония неуточненная
3446,J160,"Пневмония, вызванная хламидиями"
3447,J168,"Пневмония, вызванная другими уточненными инфекционными возбудителями"
3448,J17,"Пневмония при болезнях, классифицированных в других рубриках"
3449,J170,"Пневмония при бактериальных болезнях, классифицированных в других рубриках"
3450,J171,"Пневмония при вирусных болезнях, классифицированных в других рубриках"
3451,J172,Пневмония при микозах
3452,J173,Пневмония при паразитарных болезнях
3453,J178,"Пневмония при других болезнях, классифицированных в других рубриках"
3454,J180,Бронхопневмония неуточненная
3455,J181,Долевая пневмония неуточненная
3456,J182,Гипостатическая пневмония неуточненная
3457,J188,"Другая пневмония, возбудитель не уточнен"
3458,J189,Пневмония неуточненная
3459,J200,"Острый бронхит, вызванный Mycoplasma pneumoniae"
3460,J201,"Острый бронхит, вызванный Haemophilus influenzae [палочкой Афанасьева-Пфейффера]"
3461,J202,"Острый бронхит, вызванный стрептококком"
3462,J203,"Острый бронхит, вызванный вирусом Коксаки"
3463,J204,"Острый бронхит, вызванный вирусом парагриппа"
3464,J205,"Острый бронхит, вызванный респираторным синцитиальным вирусом"
3465,J206,"Острый бронхит, вызванный риновирусом"
3466,J207,"Острый бронхит, вызванный эховирусом"
3467,J208,"Острый бронхит, вызванный другими уточненными агентами"
3468,J209,Острый бронхит неуточненный
3469,J210,"Острый бронхиолит, вызванный респираторным синцитиальным вирусом"
3470,J218,"Острый бронхиолит, вызванный другими уточненными агентами"
3471,J219,Острый бронхиолит неуточненный
3472,J300,Вазомоторный ринит
3473,J301,"Аллергический ринит, вызванный пыльцой растений"
3474,J302,Другие сезонные аллергические риниты
3475,J303,Другие аллергические риниты
3476,J304,Аллергический ринит неуточненный
3477,J310,Хронический ринит
3478,J311,Хронический назофарингит
3479,J312,Хронический фарингит
3480,J320,Хронический верхнечелюстной синусит
3481,J321,Хронический фронтальный синусит
3482,J322,Хронический этмоидальный синусит
3483,J323,Хронический сфеноидальный синусит
3484,J324,Хронический пансинусит
3485,J328,Другие хронические синуситы
3486,J329,Хронический синусит неуточненный
3487,J330,Полип полости носа
3488,J331,Полипозная дегенерация синуса
3489,J338,Другие полипы синуса
3490,J339,Полип носа неуточненный
3491,J340,"Абсцесс, фурункул и карбункул носа"
3492,J341,Киста или мукоцеле носового синуса
3493,J342,Смещенная носовая перегородка
3494,J343,Гипертрофия носовой раковины
3495,J348,Другие уточненные болезни носа и носовых синусов
3496,J350,Хронический тонзиллит
3497,J351,Гипертрофия миндалин
3498,J352,Гипертрофия аденоидов
3499,J353,Гипертрофия миндалин с гипертрофией аденоидов
3500,J358,Другие хронические болезни миндалин и аденоидов
3501,J359,Хроническая болезнь миндалин и аденоидов неуточненная
3502,J370,Хронический ларингит
3503,J371,Хронический ларинготрахеит
3504,J380,Паралич голосовых складок и гортани
3505,J381,Полип голосовой складки и гортани
3506,J382,Узелки голосовых складок
3507,J383,Другие болезни голосовых складок
3508,J384,Отек гортани
3509,J385,Спазм гортани
3510,J386,Стеноз гортани
3511,J387,Другие болезни гортани
3512,J390,Ретрофарингеальный и парафарингеальный абсцесс
3513,J391,Другой абсцесс глотки
3514,J392,Другие болезни глотки
3515,J393,"Реакция повышенной чувствительности верхних дыхательных путей, локализация не уточнена"
3516,J398,Другие уточненные болезни верхних дыхательных путей
3517,J399,Болезнь верхних дыхательных путей неуточненная
3518,J410,Простой хронический бронхит
3519,J411,Слизисто-гнойный хронический бронхит
3520,J418,"Смешанный, простой и слизисто-гнойный хронический бронхит"
3521,J430,Синдром Мак-Леода
3522,J431,Панлобулярная эмфизема
3523,J432,Центрилобулярная эмфизема
3524,J438,Другая эмфизема
3525,J439,Эмфизема (легкого) (легочная):
3526,J440,Хроническая обструктивная легочная болезнь с острой респираторной инфекцией нижних дыхательных путей
3527,J441,Хроническая обструктивная легочная болезнь с обострением неуточненная
3528,J448,Другая уточненная хроническая обструктивная легочная болезнь
3529,J449,Хроническая обструктивная легочная болезнь неуточненная
3530,J450,Астма с преобладанием аллергического компонента
3531,J451,Неаллергическая астма
3532,J458,Смешанная астма
3533,J459,Астма неуточненная
3534,J620,"Пневмокониоз, вызванный тальковой пылью"
3535,J628,"Пневмокониоз, вызванный другой пылью, содержащей кремний"
3536,J630,Алюминоз (легкого)
3537,J631,Бокситный фиброз (легкого)
3538,J632,Бериллиоз
3539,J633,Графитный фиброз (легкого)
3540,J634,Сидероз
3541,J635,Станноз
3542,J638,"Пневмокониоз, вызванный другой уточненной неорганической пылью"
3543,J660,Биссиноз
3544,J661,Болезнь трепальщиков льна
3545,J662,Каннабиноз
3546,J668,"Болезнь дыхательных путей, вызванная другой уточненной органической пылью"
3547,J670,Легкое фермера [сельскохозяйственного работника]
3548,J671,Багассоз (от пыли сахарного тростника)
3549,J672,Легкое птицевода
3550,J673,Субероз
3551,J674,Легкое работающего с солодом
3552,J675,Легкое работающего с грибами
3553,J676,Легкое сборщика коры клена
3554,J677,Легкое контактирующего с кондиционером и увлажнителями воздуха
3555,J678,"Гиперсенситивные пневмониты, вызванные другой органической пылью"
3556,J679,"Гиперсенситивный пневмонит,  вызванный неуточненной органической пылью"
3557,J680,"Бронхит и пневмонит, вызванный химическими веществами, газами, дымами и парами"
3558,J681,"Острый легочный отек, вызванный химическими веществами, газами, дымами и парами"
3559,J682,"Воспаление верхних дыхательных путей, вызванное химическими веществами, газами, дымами и парами, не классифицированное в других рубриках"
3560,J683,"Другие острые и подострые респираторные состояния, вызванные химическими веществами, газами, дымами и парами"
3561,J684,"Химические респираторные состояния, вызванные химическими веществами, газами, дымами и парами"
3562,J688,"Другие респираторные состояния, вызванные химическими веществами, газами, дымами и парами"
3563,J689,"Неуточненные респираторные состояния, вызванные химическими веществами, газами, дымами и парами"
3564,J690,"Пневмонит, вызванный пищей и рвотными массами"
3565,J691,"Пневмонит, вызванный вдыханием масел и эссенций"
3566,J698,"Пневмонит, вызванный другими твердыми веществами и жидкостями"
3567,J700,"Острые легочные проявления, вызванные радиацией"
3568,J701,"Хронические и другие легочные проявления, вызванные радиацией"
3569,J702,"Острые интерстициальные легочные нарушения, вызванные лекарственными средствами"
3570,J703,"Хронические интерстициальные легочные нарушения, вызванные лекарственными средствами"
3571,J704,"Легочные интерстициальные нарушения, вызванные лекарственными средствами, неуточненные"
3572,J708,"Респираторные состояния, вызванные другими уточненными внешними агентами"
3573,J709,"Респираторные состояния, вызванные неуточненными внешними агентами"
3574,J840,Альвеолярные и парието-альвеолярные нарушения
3575,J841,Другие интерстициальные легочные болезни с упоминанием о фиброзе
3576,J848,Другие уточненные интерстициальные легочные болезни
3577,J849,"Интерстициальная легочная болезнь, неуточненная"
3578,J850,Гангрена и некроз легкого
3579,J851,Абсцесс легкого с пневмонией
3580,J852,Абсцесс легкого без пневмонии
3581,J853,Абсцесс средостения
3582,J860,Пиоторакс с фистулой
3583,J869,Пиоторакс без фистулы
3584,J91,"Плевральный выпот при состояниях, классифицированных в других рубриках"
3585,J920,Плевральная бляшка с упоминанием об асбестозе
3586,J929,Плевральная бляшка без упоминания об асбестозе
3587,J930,Спонтанный пневмоторакс напряжения
3588,J931,Другой спонтанный пневмоторакс
3589,J938,Другой пневмоторакс
3590,J939,Пневмоторакс неуточненный
3591,J940,Хилусный выпот
3592,J941,Фиброторакс
3593,J942,Гемоторакс
3594,J948,Другие уточненные плевральные состояния
3595,J949,Плевральное поражение неуточненное
3596,J950,Нарушение функционирования трахеостомы
3597,J951,Острая легочная недостаточность после торакального оперативного вмешательства
3598,J952,Острая легочная недостаточность после неторакального оперативного вмешательства
3599,J953,Хроническая легочная недостаточность вследствие операции
3600,J954,Синдром Мендельсона
3601,J955,Стеноз под собственно голосовым аппаратом после медицинских процедур
3602,J958,Другие респираторные нарушения после медицинских процедур
3603,J959,Респираторное нарушение после медицинских процедур неуточненное
3604,J960,Острая респираторная недостаточность
3605,J961,Хроническая респираторная недостаточность
3606,J969,Респираторная недостаточность неуточненная
3607,J980,"Болезни бронхов, не классифицированные в других рубриках"
3608,J981,Легочный коллапс
3609,J982,Интерстициальная эмфизема
3610,J983,Компенсаторная эмфизема
3611,J984,Другие поражения легкого
3612,J985,"Болезни средостения, не классифицированные в других"
3613,J986,Болезни диафрагмы
3614,J988,Другие уточненные респираторные нарушения
3615,J989,Респираторное нарушение неуточненное
3616,J99,"Респираторные нарушения при болезнях, классифицированных в других рубриках"
3617,J990,Ревматоидная болезнь легкого (M05.1+)
3618,J991,Респираторные нарушения при других диффузных нарушениях соединительной ткани
3619,J998,"Респираторные нарушения при других болезнях, классифицированных в других рубриках"
3620,K000,Адентия
3621,K001,Сверхкомплектные зубы
3622,K002,Аномалии размеров и формы зубов
3623,K003,Крапчатые зубы
3624,K004,Нарушения формирования зубов
3625,K005,"Наследственные нарушения структуры зуба, не классифицированные в других рубриках"
3626,K006,Нарушения прорезывания зубов
